id,category,name,owner,contact,address,city,cityCode,phone,noRooms,noBeds
368,"*","Gasthof Prinz","Kuthmeyer Aaila","Neuschel Elaaha",".11 Krumau am Kamp","Krumau","3543","3569058",6,22
575,"**","Zimmervermietung Stocker","Ilenburg Anita-Anna","Fürst von Liechtenstein Imina","Hammergasse 16","Waidhofen","3340","1352177",52,167
325,"**","Familienbauernhof Strassbauer","Horwadic Güldan","Walharz Ardawan","Zehethof 7","Steinakirchen","3261","5965282",26,57
455,"**","Pirates Hotel","Stirber Gülşah","Spruck Alessio-Cristiano","1 Selbsthilfegasse","Hainburg","2410","3978004",30,131
311,"*","Bildungswerkstatt Mold","Hörschelmann Djudia","Mirbeck Selima","Mold 72","Mold","3580","0796055",30,82
483,"*","Familie Stoier","Rost zu Kehlburg Ruesen","Störinger Elize","Edlach 11","Reichenau","2651","6606656",13,24
216,"***","Schloss Hotel Zeillern","Imp Muhammed-Yasin","Albertha Najdan","Schloss Straße 1","Zeillern","3311","0426625",9,23
49,"*","Aparthotel","Edler  Hellmer von Kühnwestburg Pavle-Migel","Auböck Bo-Haylie","Annarotte 8","Annaberg","3222","7330155",49,228
471,"*","Frühstückspension Paradiesgartl","Ritter von Teltscher Tasfiah","Mühlbacher Maiko","Haabergstraße 10","Amstetten","3300","0843791",47,252
178,"*","Weingut Obenaus","Heibl Fiona-Saranya","Schwendmaier Sina","Lange Zeile 24","Glaubendorf","3704","1202912",48,48
547,"***","Gasthof zur Post - Familie Luegmayer","Folkushazy von Folkusfalva Sahinaz","Brunk Satine","Marktplatz 4","Neuhofen","3364","8608775",32,88
23,"*","Hotel garni Schauhuber","Muraro Reşit","Walneck Aljesa","16 Steiner Landstraße","Krems","3500","7935970",12,44
191,"*","Pension Haus Böhm","Sojka Job","De Crignis Eckhart","Badgasse 52","Gumpoldskirchen","2352","2283079",6,12
268,"*","Sinsamreith","de Levasori della Mo Jiří","Galritschek Noel-Jeremy","Lassing 4","Grossegg","3345","7829780",20,5
451,"***","Hotel Restaurant Goldener Anker","Preidel Naina","Korad Hannah-Pauline","Donaulände 27","Hainburg","2410","9954582",74,329
76,"***","Hotel Vösenhuber","Damischek Franz-Christoph","Robasch Ville","Hauptstrasse 20","Ernsthofen","4432","0152269",1,1
64,"**","Winzerhof Familie Bogner","Derndarsky Nina-Barbara","Edler von Hönigsberg Imed","Obere Hauptstraße 24","Rohrendorf","3495","3057002",30,87
577,"****","Hotel Althof Retz","Dresher Caia","Hawlenu Victoria-Marina","Althofgasse 14","Retz","2070","8163531",25,99
158,"****","Genießerhof Haimer","Vollmar Ria","Schicko Marcus-Constantine","Körnergasse 14","Poysdorf","2170","3447849",36,15
198,"***","Hotel Blümchen","Witousky Besjana","Schember Esjat","Am Belling 2","Lackenhof","3295","5983223",25,52
570,"****","Das Steinberger","Pietznig Elisabeth-Pandora","Campa Jayden-Augustin","Hauptstraße 52","Altlengbach","3033","3007498",17,64
464,"*","Hotel zur Sonne","von Pfersmann Tsengel","Wörndle Anas","Laaer Straße 12","Korneuburg","2100","9215675",10,28
384,"*","WN Rooms","Zödös Malik-Sidiki","Rautenkranz Tabita-Letitia","Leubleingasse 7","Wiener","2700","0941460",17,118
394,"*","Zum Springbrunnen","Wobrovsky Cristof","Riedlhuber Jasmin-Stefanie","14a Hauptplatz","Tulln","3430","0755214",7,3
327,"**","Burg Plankenstein","Henker Johanna-Lea","Hyba Pietta","Plankenstein 1","Texing","3242","5410734",55,17
285,"**","Mostlandhof","Uherek Stefanie-Cattaleya","Gyurkovich Harry","Schauboden 4","Purgstall","3251","9728121",87,428
502,"**","Gasthof Gerhart","Prikosovits Emma-Sophie","Suter Mevlüt-Idris","Elisabethstraße 69","Perchtoldsdorf","2380","1667682",26,21
58,"****","Linsberg Asia Hotel, Spa & Therme - Adults Only","Kobos Fábián","von Lippmann Civan","Thermenplatz 1","Bad","2822","8720667",22,11
520,"**","Kunsthaus Horn","Schwimbersky Kai-Maria","Boesler Mario-Matthias","Wiener Straße 2","Horn","3580","5215060",41,49
417,"*","Oldtimer Motorhotel Guntramsdorf","Valenda Nilian","Werblatz Tais","A2 Südautobahn/Oldtimerweg 1","Guntramsdorf","2353","8597114",55,202
576,"**","Ramswirt","Naschauer Alberto-Marian","Matasovic Mabele","Rams 40","Kirchberg","2880","4186251",64,162
379,"*","Appartment mit Frühstück","Szurovits Umut-Kaan","Graf  Castell-Rüdenhausen Azime","Dornleiten 15","Hollenstein","3343","8885327",7,18
461,"*","Haus Wasserzeile","Stankovska Tobias","Ryska Darman","Wasserzeile 33","Klosterneuburg","3400","6094033",4,11
308,"****","Schreiner's - Das Waldviertel Haus","Landisch Toya","Pfützner Ommar","Laimbach 5","Laimbach","3663","6851186",23,127
484,"*","Weinhaus Nigl","Hochner Annelinde","Döbl Prodan","Kirchenberg 1","Senftenberg","3541","5600809",62,32
244,"*","Gästezimmer Mugosa","Witula Abdikhani","Wartalot Ricardo-Rade","Hauptstrasse 8","Pottendorf","2486","1997824",75,1
346,"*","Wachahof","Khun Detlef","Beukert Addi","Kohlreuth 22","Edlitz","2842","5604773",12,51
172,"**","Gästehaus zur schönen Aussicht","Skusil Fransoa","Thanhofer Yuriy","Siedlung Erlahof 47","Spitz","3620","0985955",24,69
478,"*","Gasthof zum Goldenen Pflug","Prini Melanija","Zennss Ekpereamaka-Leticia","Rathausstraße 12","Amstetten","3300","4072176",18,40
460,"***","Pension Gästehaus Heller","Leschinsky Teslime","Meier (Maier, Meyer, Mayern) Savas","Kremser Straße 14","Weißenkirchen","3610","4083796",5,19
652,"*","Haflingerhof Luef","Prix Soi","Wagner von Freynsheim Yaǧiz","Leitenviertel 8","Bad","2853","6737959",48,37
239,"*","Gästehaus Hofer","Kerka Kate","Ozillek Harmen","Neustiftgasse 4","Gumpoldskirchen","2352","1802168",25,8
213,"**","Hotel Restaurant FIDI","Freifrau von Löwenthal Sharika","Günter Florian-Richard","Sportplatzweg 11","Wolfsthal","2412","5400348",31,77
618,"**","Ferienhaus FRIEDLHOF","Zapletal Marta-Ana","Capauch Seobin","Bruderndorferwald 13 Gästehaus","Langschlag","3921","3700528",3,1
601,"*","MÖRWALD Relais & Châteaux Hotel am Wagram","Oeppinger Sara-Cristina","Puretz Timothee","Kleine Zeile 13-17","Feuersbrunn","3483","2946371",19,113
56,"**","Bioweingut Schmidl","Hausegger Lilly-Luisa","Bobrich Obehi","144 Dürnstein","Dürnstein","3601","1154824",4,13
293,"*","Gasthof Manhalter","von Rosenthal Refaat","Warisch Laura-Amina","Hauptlatz 26","Pitten","2823","0008339",9,11
159,"*","Winzerhof - Gästehaus Stöger","Sandre Eric-Christian","Kennely Anela","Dürnstein 57","Dürnstein","3601","7219934",13,103
524,"**","Privatzimmer zur Büffelweide","Seeberger Zahuur","Jrschek Adin","2 Forellenweg","Gmünd","3950","8785067",42,217
170,"*","Zeidelhof","Freiherr  Heinold von Udynski John-Philip","Gölles Lara-Mandy","Jungherrntal 1","Lilienfeld","3180","2633988",28,99
306,"**","Mohnhotel - Bergwirt Schrammel","Tipold Mirona","Zischka Janessa","Moidrams 1","Zwettl","3910","6507033",38,68
81,"****","Hotel Admiral am Kurpark","Wickerhauser Rajdeep","Knilling Beko","Renngasse 8","Baden","2500","0053724",69,5
519,"***","Schlossgasthof Niederleitner","Stuniak Anne-Lena","Freiherr von Posarell Lukas-Johannes","Schlossstraße 2","Artstetten","3661","3551035",2,5
208,"**","Wein4tler-Motel","Klacl Lema","Edle von Mises Francisc","Industriestrasse 13","Gänserndorf","2230","3316735",11,55
488,"***","Hotel Restaurant Osterbauer","Greilhuber Marie-Eleonor","Henhapel Enrico","Brevilliergasse 5","Neunkirchen","2620","0390154",7,33
492,"**","Pension Casa Topolino","Hluboczki Rolf","Czillag Jolina","Dr. Eckener-Gasse 1","Wiener","2700","7760952",5,18
323,"**","Prinzenhof","Czawaschy Jan-David","von Mertens Neela-Valentina","Kottingnondorf 6","Grossgerungs","3920","5718987",39,131
129,"***","Pension Café Restaurant Löffler","Kallich Katinka","Ritter von Marschall-Hahn Leo-Raphael","Hochstraße 20","Semmering","2680","3643696",30,105
42,"*","Kaiserrast","Nanseck Easton","von Robettin Sinya","Donaukraftwerkstraße 1","Stockerau","2000","1316018",38,30
650,"***","Neues Gästehaus und Hotel-Pension zum Gmoana","Pramützer Luíz","Wanka von Rodlov Argan","Ulmenweg 3","Sankt","4300","1499152",46,50
453,"*","Villa Kreuthhof Appartements","Medved Jannicke","Ferdinandy Jasemine","1 Reichergasse","Klosterneuburg","3400","9349528",25,29
248,"*","Dorferhof","Hojka Ayla-Shafika","Ritter von Leon Ovitshio","Zauchatal 27","Weistrach","3351","1498660",8,15
160,"****","Familie Hopfeld - Hotel Dreikönigshof","Drapp Mariella-Alina","Weywar Melsur","Hauptstraße 29-31","Stockerau","2000","6654071",10,16
523,"*","Gasthof Zur Linde","Drulety Misba","von Trnkoczy Lina-Anja","Marktplatz 1","Neuhofen","3364","8477455",6,27
197,"**","Gasthof Dangl","Becera Amisa","Stieder Fatime","Dunkelsteiner Str. 7","Wimpassing","3386","4324575",27,1
359,"***","Gasthof zum alten Jagdschloss","Ranto Yamundow","Lukacz Nezaqete","Mayerling 13","Mayerling","2534","2725774",5,1
165,"****","Golfresort Haugschlag","Wesserly Pia-Laura","Latzko Paşa","Haugschlag 160","Haugschlag","3874","1722261",36,72
192,"*","Gasthof Rossatz 8","Kobias Carmen-Anna","Flamminger Sarrah","Rossatz 8","Rossatz","3602","5781901",11,31
231,"*****","Gasthof Linde Strohmaier","Orgon Asl","Skamla Suri","Hauptplatz 4","Hofstetten","3202","7975551",3,4
514,"***","Landhaus Zierlinger","Baumann von Koryto Maryrose","Smetane Mališa","Oberer Markt 17","Senftenberg","3541","8814543",65,147
375,"***","Hotel Restaurant Marienhof","Borik Sabrie","Smedbaba Derk-Jan","Unterkirchbacher Straße 32","Unterkirchbach","3413","6644455",60,459
335,"***","Hotel Post Hönigwirt","Gruna Sophia-Zoe","Pitto Khurram","Günserstr. 2","Kirchschlag","2860","9151239",44,126
205,"*","Stadthotel Eggenburg","Wozonig Karanjeet","Kaschnik Catina","Kremserstraße 8","Eggenburg","3730","2691147",2,2
196,"***","Fischwirtshaus Landmotel Die Donaurast","Stuss Milanka-Melanie","Jaenissi Vu","Wachaustraße 28","Persenbeug","3680","2602708",84,19
660,"*","Gästehaus Wildpert","Coenen Anna-Therese","Steczowicz Yuxuan","Engabrunner Straße 7","Engabrunn","3492","7120634",32,94
154,"****","Renaissancehotel Raffelsberger Hof B&B","Berdich Ryan-Mario","Politzky Friedericke","Weißenkirchen 54","Weißenkirchen","3610","5887865",5,11
527,"**","Pension Elfy","Thieme Nguyen-Son","Romada Reniel","11 Karlsgasse","Baden","2500","5526912",52,268
77,"***","Hotel Leobersdorfer Hof","Eisenstädter Jona-Emanuel","Labar Scharif","Umlauffgasse 2","Leobersdorf","2544","0752878",40,212
580,"*","Bernstein-Motel Marchegg","Herzfeld Ayelin","Gamser Doru","Feldgasse 1","Marchegg","2293","4946884",66,180
432,"****","Hotel Freizeittempel","Wurmbrand Ánikö","Lindtner Ellis-Aurelia","Wiener Straße - Werkstraße 109","Wiener","2700","4142546",25,52
264,"*","Landgasthof Barenwirt","Funcke Yaǧız","Schimatzek Haddy","Ybbser Strasse 3","Petzenkirchen","3252","7553077",32,25
100,"**","Gästezimmer by Jöchlinger","Mateovics David-Raphael","Nussbeck [verh. Alberskirchner, Weixlbaum] Ovidiu","Leopoldauer Straße 7","Gerasdorf","2201","3534875",41,92
10,"**","Kolping Campus Krems","von Levasori del la Motta Hayden","Oulitzky Aminta","Alauntalstraße 95 und 97","Krems","3500","6383182",12,24
109,"*","Gasthof Alpenblick","Holtzmann Cong","Obenheimer Juber","Kollmitzberg 3","Amstetten","3321","3225008",18,58
73,"***","Hotel-Restaurant Moser Pöchlarn","Bostiancic Yvonna","Prejsinger Keltrin","Bahnhofsplatz 3","Pöchlarn","3380","4220705",71,239
540,"**","Lindenhof B&B","Radic von Nodular Mischa-Robert","Justl Jachja","Stauwerkstraße 45","Ybbs","3370","2384365",22,8
535,"**","Reiterbauernhof Maho","Kronabether Edisona","von Mate Tayler-Ivan","Wällischgraben 4","Sankt","3193","6405825",6,22
290,"***","Landgasthof Zur schönen Wienerin","Ramisch Heimo","Alschech Ljubomyr","Marktstraße 1","Marbach","3671","4006673",40,73
360,"*","WIT - Wohnen In Tallesbrunn","Schoeller Nele-Marie","Palmberger Aayan","Tallesbrunner Hauptstrasse 56","Tallesbrunn","2253","6661108",26,2
111,"*","Hubertushof Fromwald","Lichal Pia-Verena","Habringer Kayra-Ayşe","Wiener Neustädter Straße 20","Bad","2721","3406003",41,152
220,"*","Hotel Perchtoldsdorf","Kirchdorfer Livia-Sofia","Haiszky Gulistan","Neustiftgasse 15","Perchtoldsdorf","2380","9850793",2,10
656,"**","Gasthof Teufl","von Svietizky Paschan","Vybiral Yurina","Kirchenstraße 9","Purgstall","3251","8280409",60,18
183,"****","Hotel Beethoven","De Fanti Khadeeja","Auböck Elisa","Beethovengasse 8","Hinterbrühl","2371","3452376",51,31
402,"***","Gasthof Hotel Zur goldenen Krone","Mulaczek Sian","Chab Remo","Untere Landstraße 1","Furth","3511","5127290",39,56
301,"**","Brandtner Komfortzimmer","Humburger Salamat","Adam von Apfaltrern Nudzejma","Markt 46","Kaumberg","2572","6025764",8,42
226,"**","Weinhotel Rieder","Del Fabro Miryam","Kreissle von Hellborn Nikadel","Unterer Markt 2","Poysdorf","2170","1195202",12,9
586,"**","Gasthof Erlauftalerhof","Potschacher Marco-Dominic","Raufer Verena-Madeleine","Erlauftalstraße 109","Gaming","3291","6878310",59,142
20,"**","Gasthof Klinglhuber","Oszvoldik Nicole-Grete","Junck Elmin","Wiener Straße 2","Krems","3500","7480685",46,218
371,"***","Gasthof zur Kirche","Königsegger Diarsa","Heick Pascoe","Marktplatz 3","Kottes","3623","8882456",35,148
457,"**","Volenter Gästehaus","Flatschard Sarha","Hibl Harshaan","Seestraße 61","Mitterbach","3224","0919243",7,13
122,"***","Hoteldorf Königsleitn Waldviertel","Schoklitsch Öyküm","Donsperger Oria","Buchenstraße 1","Litschau","3874","9914144",64,236
322,"*","Motel Angern","Böhs Zeynepnur","Hruscka Omari","Wiener Straße 5","Angern","2261","8854014",21,80
256,"**","Schloss Ernegg","Stiessing Nabu","Misek Haktan","Steinakirchen am Forst","Steinakirchen","3261","3611273",41,2
85,"***","Hotel Anker","Auschwitz Haiko","Stritter Afije","Niedermarkt 5","Klosterneuburg","3400","3977151",68,84
266,"***","Hotel Payerbacherhof","Buchner Maviş","Franck Rozin","Hauptstraße 2","Payerbach","2650","1496822",22,60
2,"*","OEKOTEL Korneuburg","von Arco-Zinneberg Elehandro","Kirchmair Marnicq","Kaiserallee 31","Bisamberg","2102","7363360",4,15
303,"****","Hotel Schneeberghof","Wawrzinski Rüveyde","Maregger Clayton","Wr. Neustädter Straße 24","Puchberg","2734","1638864",44,159
163,"***","Hotel Vöslauerhof","Leipziger Tasrika","Greisnecker Gabriel-Fabian","Bahnstraße 19","Bad","2540","4317949",32,65
70,"*","Boutiquehotel Stefanie","Zivstak Jakob-Christian","Wahlmüller Catherine-Justine","Jägermayerstraße 2","Bad","2540","4283045",3,19
630,"****","Kurhotel Leonardo","Maracek Jana-Daline","Foidl Lina-Rukajja","Hauptstraße 110","Gmünd","3945","0016560",32,53
647,"***","Hotel Thaya","Dunda Dominique-Marie","Linha Yadé","Hauptstraße 14","Raabs","3820","2703311",6,12
295,"*","Stadt Pub","Zichowsky Nesmina","Rauchenzaun Yvonne-Bianca","Kremser Strasse 1","Zwettl","3910","9229253",30,99
585,"**","Pension Himmelreich","Poxer Clemens-Raphael","Barisani Martita","Döpplinger Straße 73","Ternitz","2630","0781304",38,144
63,"**","Topmotel","Velek Željka","Gratzhofer Lotti","Oberegging 7a","Oberegging","3254","4666273",53,31
366,"**","Weingut Stopfer","Lacan Ferin","Carara Vadita","7 Minichhofen","Minichhofen","3720","8545326",16,47
474,"****","RelaxResort Kothmühle","Bernfried Maylinn-Marylin","Lautensack Ronav","Kothmühle 1","Neuhofen","3364","7009861",47,261
96,"*","Hotel Gabrium","Nikolowsky Yasin-Arséne","Quassigroch Antwyne","Grenzgasse 111","Maria","2340","8772128",26,40
316,"**","Gasthof Lechner zur Kartause","Flischek Ysup","Bunnata Gabriel-Hugo","Aggsbach Dorf 38","Aggsbach","3642","9257203",66,73
164,"***","Gasthof zur Stadt Horn Hotel Blie seit 1866","Reinitzer Shahzaad","Nisslmüller Victoria-Luisa","Robert-Hamerling-Straße 17","Horn","3580","8963332",10,45
595,"*","Gästehaus Annemaria","Krchwasser Bingül","Wengler Lena-Lisa","Fladnitzerstrasse 125","Retz","2070","3792250",8,1
509,"****","Hotel Eisenhuthaus","Danner Zanyi","Wiesmayer Anna-Eleonora","Oberer Markt 10","Poysdorf","2170","3639801",29,226
74,"*","Privatzimmer Johannes","Reislhuber Mennatallah","Obanya Jan-Lukas","Landeggerstrasse 4","Neufeld","2491","3053025",49,437
639,"**","Gästehaus Daurer","Galiczenstein Mia-Gisele","Niedermayr Alizee","Reinsberg 15","Reinsberg","3264","4037402",38,72
412,"**","Klein Schöntal","Pristl Yadiel","Knauer Ryan-Cody","Hochreith 1","Göstling","3345","6411643",26,62
649,"***","Gasthof Böhm","Gonzaga Esha","Schmelebek Georgije","Hauptstraße 16","Persenbeug","3680","6424830",25,138
241,"**","Gästehaus Egger","Schwrteczka Raimo","Koubsky Angela-Romana","Donaustraße 2","Emmersdorf","3644","4006487",60,116
614,"***","Hotel Restaurant Ottenstein Superior","Svagera Lenke","Dansberger Gayathri","Peygarten","Rastenfeld","3532","0918466",6,7
152,"*****","Ferienhaus","Stadnik Colette","Ritter von Ruppert Döndünaz","Ybbssteinbach 61","Göstling","3345","7078707",57,85
655,"***","Krumbacherhof","Loibenböck Dumitru-Edward","Prasky Lesha","Bundesstr. 19","Krumbach","2851","5448296",7,15
95,"**","Frühstückshaus Wunderland","Lodgman von Auen Arje","Reinbothe Efe","Staatsbahnstraße 57","Laa","2136","7127342",42,173
337,"***","Moving Rooms","Mokracek Adrian-Daniel","Althan Shpresa","Bundesstraße 13","Wimpassing","2632","1001089",4,8
260,"*","Pension Gschaider","Kirchhammer Mengi","Müllener Leona","Schlöglmühl 13","Payerbach","2640","2726435",29,41
669,"*","Bauernhof Schrammel","III. Fischer Dinel","Berstling Ansel","Maierhöfen 13","Bad","2853","2744831",6,5
377,"*","Orange Wings Wiener Neustadt","Tahödl Jennifer-Nicole","Krenstädter Simone-Denise","Rudolf-Diesel-Straße 32","Wiener","2700","0798250",19,102
343,"*","Schloss Thalheim","Wilkner Jil-Sydney","Radicevic Kutalmàiës","Thalheim 22","Kapelln","3141","3617141",35,15
487,"*","Landgasthof zur Linde Laaben","Subarska Tsotne","Frassl Isabella-Claire","Laaben 28","Laaben","3053","3434843",12,21
438,"**","Junges Hotel Lackenhof","Maczejka Fulela","Schnorpfeil Cawo","Ötscherweg 3","Lackenhof","3295","5438003",13,77
209,"***","Gasthof Kirchenwirt","Käsbacher Angelo-Marian","Schäfbeck Selahatin","Kirchenplatz 4","Lackenhof","3295","5999820",47,159
288,"*","Gasthaus Buchegger","Edle von Kalmar Thoralf-Claus","Tomasovicz Marie-Kristin","Tiefenbach 1","Krumbach","2851","4972885",33,149
19,"****","Hotel Klinglhuber","Pfirstinger Aishat","Mladenecek Sultan","Hohensteinstrasse 5","Krems","3500","4490295",33,24
99,"****","Weinresidenz Sonnleitner","Beckovsky Emelie-Kiara","Baknecht Lusine","Zeughausgasse 239","Furth","3511","5045259",8,11
621,"**","Biohof Ebenbauer","Beran Akiva","Gettinger Nika","10 Windhager Straße","Waidhofen","3340","3225481",1,2
292,"**","Pension Hoheneich","Pakanecz Reinaldo","Rechinger Şiwan","Friedhofstrasse 364","Hoheneich","3945","4389236",14,57
404,"*","Hilton Garden Inn Wiener Neustadt","II Hirschl Nogay","Thrul Smaida","Promenade 6","Wiener","2700","4253707",42,176
218,"**","Gasthaus Schmid","Bernreiter Marylise","Nemetczek Viktoria-Valentina","Schlossbergstrasse 20","Sitzenberg","3454","1686993",35,82
615,"****","Zum schwarzen Bären","Isak Amtare","Weixer Loujayn","Marktplatz 7","Emmersdorf","3644","6796430",30,21
557,"**","Sport- und Seminarhotel Hollabrunn","Polwin Nicole-Elisabeth","Kerpen Damira","Dechant-Pfeifer-Straße 3","Hollabrunn","2020","9462989",41,72
356,"****","Gesundheitsresort Königsberg","Egart Halimenas","Illitsch von Illitzstein Kashish","Am Kurpark 1","Bad","2853","9735064",13,18
34,"**","OEKOTEL Treffpunkt Föhrenhain","Gyalokai Ramatoulay","Nemczek Datchi","Brünnerstraße 127","Föhrenhain","2201","2995360",17,66
458,"**","Stanglwirt","Bischorner Serda","Gindreau Elzem","Strohmarkt 12","Göstling","3345","9401975",9,20
680,"*","Haus Resi","Stelczer Lirjeta","Sesser Rukiyye","Wultendorf 55","Staatz","2134","1074607",16,18
533,"*","Wohnen beim Bäcker Weinberger","Tradinick Moahsinn","Burhart Irmingard","Stauwerkstraße 85","Ybbs","3370","7954048",32,26
186,"*","Villa","Obomar Cornelie","Chlud Oseghale","Haugschlag 146","Litschau","3874","4634552",49,196
558,"****","Winzerhotel Gumpoldskirchen","Saxl Bailey","Duitz Imose","Wiener Straße 26","Gumpoldskirchen","2352","0518649",108,205
415,"*","1-Luxus am Rande von Wien","Schaeftner Emmilotta","Ritter von Hälbig Xaver-Antoni","Hauptplatz 5 Haus 3","Groß-Enzersdorf","2301","3957393",37,93
309,"**","Hubertushof","Maliwank Julie-Ann","Hapatzky Navtaz","Anger 12","Trattenbach","2881","6948105",31,22
307,"*","Landgasthof Erber","Eitzinger Timotije","Weese Bettina-Saskia","Mankerstraße 10","Zelking","3393","6320022",36,69
217,"**","Freigut Thallern","Pirkny Deren","Kocy Vivien-Vanessa","Thallern 1","Gumpoldskirchen","2352","8438690",22,81
62,"**","Hotel Smart Liv'in","Erhardt Kristofer-Robin","Kuritka Syusanne","Reith 64","Böheimkirchen","3071","1507165",3,2
283,"*","Gasthof Hueber","Mikowitz Ditmar","Grozurek Bilhan","St.Georgen/Leys Nr. 18","Sankt","3282","9230353",6,6
607,"***","Villa Nova - Hotel garni","Vieltzhwieser Sara-Rebeca","Miserny Negev","Pocksteinerstraße 35","Waidhofen","3340","7783871",62,121
395,"*","B&B Hotel Römerhof","Loevendahl Diar","Adwokas Volkje","Langenlebarner Straße 66","Tulln","3430","1593869",49,289
606,"*","Kögerlwirt","Prowas Khatangoo","Forche Tinsley","Ybbssteinbach 10","Göstling","3345","1669922",50,205
486,"*","Hotel Sonnenhof","Patzmann Madeleine-Sophie","Driemer Ann-Kristin","Saaß 19","Litschau","3874","9866244",5,6
27,"***","Parkhotel Krems","Tietze Constantinos","Freiherr von Löwenthal Hannes-Leo","Edmund-Hofbauer-Straße 19","Krems","3500","8256494",49,46
47,"*","Hirschenwirt","Rozvadovsky Dominique-Andre","Bous, Bus, Buus Cvijan","Nölling 6 Gasthof Restaurant","Schönbühel","3392","6503582",85,250
622,"***","Gasthof Grüner Baum","Greuter Leon-Musa","Horaschek Mel-Marcus","Markt 55","Kirchberg","2880","5229450",52,169
279,"*","Marienschlössl","Wetheimer Nikolai-Andrú","Kornis Zatiye","Schloßstraße 5","Wiedendorf","3491","7942493",45,178
167,"**","Landzeit Motor-Hotel St. Valentin","Cimbalnik Derenick","Pilgrab Gassim","Rasthausstraße 6","Sankt","4300","9191469",7,45
265,"****","Faulenzerhotel","Biederman Luana-Marie","Maslak Esra-Tania","Friedersbach 53","Friedersbach","3533","7354171",24,89
92,"***","Renona Rehabilitation","Hallik Sebastian","Modrej Ravneet","Carolusstraße 9","Semmering","2680","9060862",7,2
278,"**","Gasthof Maurer","Abeles [Allers] Mushka","Nazarczuk Sixto","40 Hauptstraße","Gloggnitz","2640","5940115",24,28
423,"*","Junges Hotel Tulln","Jaschky Nikita","Kander Merag","Marc-Aurel-Park 1","Tulln","3430","0326336",46,90
185,"*","Romantik im südlichen Waldviertel","Krajnak Hadic","Eber Zeynab","Kehrbach 14","Kehrbach","3662","0504618",50,10
499,"*","Gasthof s'Schatzkastl","Ehrlinger Neidhart","Borotta Tirs","Hafen 1","Ardagger","3321","5610665",10,26
480,"***","Landhotel Zellerhof","Stipaniz Santonio","Flachenecker Natalie-Kristin","Seestraße 5","Lunz","3293","3739139",13,17
579,"**","Gästehaus Weinbergblick","Obergrieser Leonhart","Hauszner Alessio-Matteo","Rote-Torgasse 18","Spitz","3620","0825632",8,37
32,"****","Hotel Sacher Baden","Winzig Obren","Karansky Emilijana","Helenenstraße 55","Baden","2500","7585947",51,51
525,"*","BIO-Bauernhof Kurzeck","Holzwart Petrina","Kanzlirsch Mattheus","Königsberg 9","Göstling","3345","2911771",81,322
617,"***","JUFA Hotel Waldviertel","Schalkhaas Jiale","Sittera Renalta","Hamerlingstraße 8","Raabs","3820","9890715",46,21
26,"***","Phoenix7","Tschermel Nusaibah","Itterheim Théodore","Neudorfer Straße 7","Mödling","2340","9669427",5,7
544,"****","Hotel-Restaurant Kirchenwirt","Krsne Beraet","Tomanek von Beyerfels Caja","Kremser Straße 17","Weißenkirchen","3610","4989663",22,98
190,"**","Chalets","Turk Pierrine","Hisl Rosalinde","Kirchengasse 18","Schönau","2525","7810951",11,26
510,"*","Familie Wissmann","von Holovich Marlise","Egeldick Arvid","Bahnstrasse 4","Poysdorf","2170","6613287",25,74
203,"****","Diamond Resort","Sekerka Anđa","Nika Bozhidar","Am Golfplatz 1","Atzenbrugg","3452","5244384",52,160
628,"***","Gasthaus Dürregger","Lesner Radia","Kracht Lyubawa","Ebersdorf 4","Leiben","3652","8718860",9,1
551,"*","Gasthof zur Venus","Dobrowsky Sudez","Tretthan Carl-Wilhelm","Willendorf  36","Aggsbach","3641","4084824",33,149
117,"**","Pension Christine","Adamovich de Csepin Noah-Djemel","Tunkl Clarisa","Schmidastrasse 1","Großweikersdorf","3701","7826906",18,28
312,"*","Gasthaus Blunzenwirt","Osond Rebecca-Mercedes","Kadelburger Emilijan-Lazar","Semmeringstraße 32","Breitenstein","2673","2486189",7,9
504,"***","Pension Sprinzl","Lanca Jürgen-David","Laubender Gregor-Alexander","Klederinger Straße 86","Schwechat","2320","0336483",49,127
642,"**","Baumhaus Lodge Schrems","Sobiehaut Manuel-Adrian","Deppolony Jaquline-Michelle","Herrenteichweg","Schrems","3943","2301462",41,326
7,"****","Thermenhotel Gutenbrunn","Auspitzer Yarielys","Zdworak Aarvee","Rollettgasse 6","Baden","2500","3767112",42,69
462,"*","Gasthof Prankl","Flaschar Noa-Katharina","Lenotti Chelsey-Samira","Hinterhaus 16","Spitz","3620","3623703",15,120
82,"***","Hotel Restaurant Schwartz","Rauchwerger Helias","Kümel Susanne-Maria","Bahnstraße 70","Breitenau","2624","0897439",9,10
161,"**","Gasthof zum Hammer","Edler von Bermann Rodina","Eninger Hubeyd","Stixenlehen 27","Göstling","3345","4350623",37,115
247,"**","Hotel Helenenstüberl","Eidinger Tailan","Wetzka Tamaradoubra","55 Schwechatbach","Alland","2534","6901577",24,56
674,"**","Hirmhof","Metzle Nicóla","Ritter  Rimoldi Nobile della Spada Marielisa","Buchberg 8","Reinsberg","3264","8874757",2,3
105,"****","Donauhof - Hotel garni","Sloupensky Hasima","Dessmayer Mailinda","Donaugasse 298","Weißenkirchen","3610","8754577",34,66
53,"***","Ibis Vienna Airport","Karafa Chen","Eichtinger Karl-Maria","Raststation S1","Schwechat","2320","6022482",67,102
